Bangunkarta,Nganjuk,-7.600199,111.902736,17.43,17.45
Bangunkarta,Caruban,-7.551134,111.654806,18.13,18.25
Bangunkarta,Madiun,-7.618756,111.524389,18.39,18.44
Bangunkarta,Paron,-7.442035,111.386413,19.06,19.08
Bangunkarta,Solojebres,-7.562164,110.839514,20.00,20.05
Bangunkarta,Sm.Tawang,-6.964446,110.427923,22.28,22.39
Bangunkarta,Pekalongan,-6.889697,109.66437,23.53,23.57
Bangunkarta,Pemalang,-6.887228,109.388262,00.23,00.26
Bangunkarta,Tegal,-6.867314,109.14269,00.49,00.55
Bangunkarta,Cirebon,-6.705297,108.555402,01.52,01.59
Bangunkarta,Jatinegara,-6.215287,106.870162,04.33,04.35
Bangunkarta,Gambir,-6.176768,106.830637,04.51,-
